NAME,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,AVERAGE,WEIGHTED_AVERAGE
"HOUARI BOUMEDIENE, AG",,,,,,,,,,,,,,,10,16,15,0,,,,,,,,,,,12,13,13,9,6,7,,10,22,34,34,,,14.357142857142858,16.85628429579305
"MOHAMED BOUDIAF INTERNATIONAL, AG",,,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,0,0,,,6,13,18,,,8.714285714285714,14.052388289676426
"ECH CHELIFF, AG",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,,,,,,3,5,7,,,2.142857142857143,5.288582183186951
"GHRISS, AG",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
"BISKRA, AG",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,1,1,1,0,,,,0,1,1,,,0.7777777777777778,1.0556009811937859
"TINDOUF, AG",,,,,,,,,,,,,,,8,3,1,,,,,,,,,,,,3,1,0,1,0,0,,,1,0,3,,,1.75,2.7409274193548385
"SIDI AHMED AIR BASE, TS",,,,,,,,,,,,,,,1,21,8,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.966731898238747
"CARTHAGE, TS",,,,,,,,,,,,,,,8,15,11,0,,,,,,,,,,,13,13,10,4,4,4,,3,19,23,21,,,10.571428571428571,13.57147111375819
"KELIBIA, TS",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"JENDOUBA, TS",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,0,8,31,18,,,9.666666666666666,20.49618320610687
"MONASTIR SKANES, TS",,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
"ATAR, MR",,,,,,,,,,,,,,,21,14,14,,,,,,,,,,,,17,25,0,8,22,1,,0,20,2,3,,,11.307692307692308,14.32906130931763
"LEOPOLD SEDAR SENGHOR INTERNATIONAL, SG",,,,,,,,,,,,,,,26,24,9,2,,,,,,,,,,,,,,,,,,,,,,,,15.25,14.564421669106881
"ST. HELENA IS., SH",,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"TRIPOLI INTERNATIONAL, LY",,,,,,,,,,,,,,,0,9,5,,,,,,,,,7,9,5,9,7,3,7,5,,,,,,,,,6.0,6.547374961168065
"BENINA AIRPORT, LY",,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,3,8,6,9,6,14,13,5,,,,,,,6.0,7.075435729847494
"CAIRO INTERNATIONAL, EG",,,,,,,,,,,,,,,0,2,3,1,,,,,,,,,,,2,0,0,0,2,0,0,1,0,0,,,,0.7857142857142857,0.8445843281962231
"LUXOR INTERNATIONAL, EG",,,,,,,,,,,,,,,0,3,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,0.46153846153846156,0.4833164812942366
"ISMAILIA, EG",,,,,,,,,,,,,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,2.395010395010395
"EL FASHIR, SU",,,,,,,,,,,,,,,25,30,3,,,,,,,,,,,,9,13,14,16,21,10,2,,,,,,,14.3,15.932250259246457
"GENEINA, SU",,,,,,,,,,,,,,,49,70,6,,,,,,,,,,,,36,51,35,54,28,50,8,,,,,,,38.7,43.246111303145526
"ASMARA INTERNATIONAL, ER",,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,0,0,,0,,,,,,,0.0,0.0
"MALLAM AMINU INTERNATIONAL, NI",,,,,,,,,,,,,,,38,47,9,,,,,,,,,,,,,,,,,,,,,,,,,31.333333333333332,36.04375804375805
"MAIDUGURI, NI",,,,,,,,,,,,,,,51,43,10,,,,,,,,,,,,,,,,,,,,,,,,,34.666666666666664,38.47232947232947
"OSHODI, NI",,,,,,,,,,,,,,,52,89,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,74.3984674329502
"TABOU, IV",,,,,,,,,,,,,,,19,52,54,0,,,,,,,,,,,,,,,,,,,,,,,,31.25,44.919202518363065
"SELFRIDGE ANGB TRAIN, MI US",,,,,,,,,,,,,,,10,11,25,0,,,0,7,23,20,19,16,15,6,10,12,17,13,11,8,20,15,24,16,31,34,16,15.16,16.600957407634713
"ABILENE DYESS AFB, TX US",,,,,,,,,,,,,,,0,33,40,,,,,,,,,,,20,39,30,33,32,30,32,32,42,41,31,31,40,41,32.1764705882353,34.28606144766533
"POINT HOPE AIRPORT, AK US",,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.0513679508654383
"WALES, AK US",,,,,,,,,,,,,,,0,1,0,4,1,0,1,1,3,0,,,,0,0,0,,,,,,,,,,,,0.8461538461538461,1.2600464961806708
"TANANA CALHOUN MEMORIAL AIRPORT, AK US",,,,,,,,,,,,,,,17,4,14,,,1,7,,,,,,,,,,,,,,,,,,,,,8.6,8.53211009174312
"MANLEY HOT SPRINGS, AK US",,,,,,,,,,,,,,,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333333333,8.609442060085836
"MOSES POINT, AK US",,,,,,,,,,,,,,,0,2,2,2,0,0,0,1,2,2,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,,,0.72,0.7501445253786565
"UNALAKLEET FIELD, AK US",,,,,,,,,,,,,,,4,3,4,,,0,1,0,0,0,4,1,1,2,0,0,1,0,2,2,0,1,1,2,0,1,0,1.2,1.161427260211106
"NENANA MUNICIPAL AIRPORT, AK US",,,,,,,,,,,,,,,1,,,,,,5,9,4,2,6,1,3,0,6,7,10,4,3,3,5,2,0,0,0,1,1,3.3181818181818183,3.3637181794805864
"ST PAUL ISLAND AIRPORT, AK US",,,,,,,,,,,,,,,2,0,0,3,,,0,,,,,,,,,,,,,,,,,,,,,1.0,0.46355685131195334
"SKAGWAY AIRPORT, AK US",,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"ATTU, AK US",,,,,,,,,,,,,,,12,10,1,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,7.942786069651741
"EARECKSON AS, AK US",,,,,,,,,,,,,,,0,0,0,0,1,0,3,2,0,1,0,0,,,,,2,0,0,0,0,0,0,0,0,0,0,0.391304347826087,0.3588823378620866
"AMCHITKA ISLAND, AK US",,,,,,,,,,,,,,,11,3,2,8,10,14,6,1,,,,,,,,,,,,,,,0,,,,,6.111111111111111,6.673913043478261
"TESLIN AUT YT, CA",,,,,,,,,,,,,,,0,4,7,10,13,0,,,,1,0,1,1,0,0,1,0,0,0,0,,,,,,,,2.235294117647059,2.6990887480190175
"DAWSON CREEK, CA",,,,,,,,,,,,,,,3,11,12,,,,,,,,,,,,,,,,,,,,,,,,,8.666666666666666,8.942925089179548
"FORT RESOLUTION, CA",,,,,,,,,,,,,,,3,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,1.2,1.6376594148537134
"WAGNER, CA",,,,,,,,,,,,,,,16,6,8,0,,,,,,,,,,,,,,,,,,,,,,,,7.5,9.077272727272728
"MINGAN, CA",,,,,,,,,,,,,,,5,6,3,6,4,12,9,2,,,,,,,,,,,,,,,,,,,,5.875,6.091633466135458
"FLIN FLON, CA",,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0
"HUDSON BAY SASK, CA",,,,,,,,,,,,,,,13,16,2,,,,,,,,,,,,,,,,,,,,,,,,,10.333333333333334,11.76678445229682
"NOTTINGHAM ISLAND, CA",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,,,,,,,0.0,0.0
"GILLAM AIRPORT, CA",,,,,,,,,,,,,,,8,10,3,,,,,,,,,,,,2,1,0,,,,,,,,,,,4.0,4.97455295735901
"CHURCHILL A UA MAN, CA",,,,,,,,,,,,,,,4,4,3,,1,10,,3,3,2,8,2,7,7,8,7,5,9,8,10,8,4,2,3,0,,,5.130434782608695,5.40997949419002
"CORAL HARBOUR, CA",,,,,,,,,,,,,,,0,1,0,0,1,,,,,,,,,,0,0,0,,,,,,,,,,,0.25,0.3000421407501054
"ARVIAT, CA",,,,,,,,,,,,,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2.3333333333333335,2.6392479435957696
"FORT MCMURRAY AWOS AIRPORT, CA",,,,,,,,,,,,,,,6,18,,,,,,,,,,,,,36,12,20,21,25,25,32,22,27,22,0,,,20.46153846153846,22.295554019811103
"HAY RIVER A, CA",,,,,,,,,,,,,,,0,9,1,1,0,,,,,,,,,,1,0,0,,,,,,,,,,,1.5,1.730301665916254
"MUNCHO LAKE, CA",,,,,,,,,,,,,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.933048433048433
"WRIGLEY, CA",,,,,,,,,,,,,,,0,4,0,3,2,,,,,,,,,,,,,,,,,,,,,,,1.8,1.8627602158828065
"FORT PROVIDENCE, CA",,,,,,,,,,,,,,,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.650095602294455
"BEAVER CREEK AIRPORT, CA",,,,,,,,,,,,,,,0,8,10,17,12,0,,,,,,,,,,,,,,,,,,,,,,7.833333333333333,10.818872704243192
"HAINES JUNCTION, CA",,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3976470588235294
"HOMESTEAD AFB, FL US",,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",,,,,,,,,,,,,,,44,7,,,,90,62,73,83,61,86,78,60,72,92,68,71,81,46,79,74,51,34,42,49,39,47,62.041666666666664,63.69671261930011
"NAPLES MUNICIPAL, FL US",,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.899328859060403
"FORT MYERS PAGE FIELD AIRPORT, FL US",,,,,,,,,,,,,,,74,85,70,,,75,101,73,101,105,84,100,0,,,,,,,,,,72,53,61,64,49,72.9375,77.8710570005534
"CROSS CITY AIRPORT, FL US",,,,,,,,,,,,,,,0,1,,,,,92,79,93,84,85,85,0,,,,,,,,,,,,,,,57.666666666666664,83.61201944321697
"GAINESVILLE REGIONAL AIRPORT, FL US",,,,,,,,,,,,,,,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,41.20817843866171
"OWOSSO COMMUNITY, MI US",,,,,,,,,,,,,,,9,11,13,5,,,,,,,,,,,,,,,,,,,,,,,,9.5,10.115577889447236
"GREENWOOD LEFLORE AIRPORT, MS US",,,,,,,,,,,,,,,45,53,47,,,,71,66,57,45,52,54,0,,,,,,,,,,,,,,,49.0,54.69337103361609
"GALVESTON SCHOLES FIELD, TX US",,,,,,,,,,,,,,,5,41,,19,56,48,74,51,54,54,48,33,43,45,50,17,59,47,46,49,38,,,,,,,43.85,47.210089203322056
"LAREDO INTERNATIONAL AIRPORT, TX US",,,,,,,,,,,,,,,27,21,2,,,,,,,,,,,,,,,,,,,,17,25,18,25,20,19.375,21.470358814352576
"DEL RIO LAUGHLIN AFB, TX US",,,,,,,,,,,,,,,23,28,19,,,,,,,,4,21,16,9,36,22,31,33,27,25,20,18,16,20,16,15,28,21.35,21.84421965317919
"CLOVIS CANNON AFB, NM US",,,,,,,,,,,,,,,36,38,21,31,,,,,0,37,31,33,40,46,33,38,41,44,43,49,47,38,55,48,51,53,66,39.95652173913044,41.60242167020347
"SAN BERNARDINO INTERNATIONAL AIRPORT, CA US",,,,,,,,,,,,,,,3,3,6,2,7,4,36,5,7,12,3,4,2,1,6,9,0,2,6,2,7,3,13,9,12,6,3,6.407407407407407,6.410844841592201
"PALM SPRINGS INTERNATIONAL, CA US",,,,,,,,,,,,,,,4,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,2.75,3.0904365904365902
"BURBANK GLENDALE PASADENA AIRPORT, CA US",,,,,,,,,,,,,,,1,7,3,,,1,0,1,1,4,1,1,3,1,3,5,2,1,1,2,4,1,2,1,4,0,,2.0833333333333335,2.100209253661939
"SAN NICOLAS ISLAND, CA US",,,,,,,,,,,,,,,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,2,0.34615384615384615,0.3656093489148581
"AVALON CATALINA AIRPORT, CA US",,,,,,,,,,,,,,,5,5,,,,1,0,1,0,2,0,,,,,,,,,,,,,,3,0,,1.7,1.361455108359133
"SAN CLEMENTE ISLAND NAAS, CA US",,,,,,,,,,,,,,,0,,1,0,,,,,,0,,,,,,,,1,0,2,1,2,0,1,4,1,0,0.9285714285714286,1.085010655931802
"LONG BEACH DAUGHERTY AIRPORT, CA US",,,,,,,,,,,,,,,1,4,2,5,2,2,1,2,2,2,1,1,1,0,3,5,1,2,3,3,5,0,1,0,2,1,1,1.962962962962963,1.9624656698199572
"GOLDSBORO SEYMOUR JOHNSON AFB, NC US",,,,,,,,,,,,,,,7,33,47,24,,,,,,,,3,,,52,52,48,44,44,43,32,32,50,36,38,41,52,37.666666666666664,41.252696456086284
"DYERSBURG MUNICIPAL AIRPORT, TN US",,,,,,,,,,,,,,,26,43,55,,,,75,63,58,42,40,58,0,,,,,,,,,,,,,,,46.0,51.82023924991917
"ALTUS AFB, OK US",,,,,,,,,,,,,,,0,0,0,,,,,,,,7,26,41,37,48,27,31,42,40,44,36,43,51,33,36,47,34,31.15,33.37481525273426
"ARDMORE MUNICIPAL, OK US",,,,,,,,,,,,,,,26,43,45,18,52,52,51,52,55,38,38,40,44,41,58,49,1,,,,,,,,,,,41.35294117647059,44.79552889858233
"CHILDRESS MUNICIPAL AIRPORT, TX US",,,,,,,,,,,,,,,35,43,46,0,41,18,56,49,52,35,41,29,0,,,,,,,,,,,,,,,34.23076923076923,41.26019468560905
"AMARILLO AIRPORT, TX US",,,,,,,,,,,,,,,34,3,,19,0,31,67,56,52,30,36,37,35,34,38,44,53,40,38,43,43,30,21,19,23,43,27,34.46153846153846,35.663920739173996
"KINGMAN, AZ US",,,,,,,,,,,,,,,21,17,4,,,,,,,,,,,,,,,,,,,,,,,,,14.0,15.4818401937046
"POINT PIEDRAS BLANCA, CA US",,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.2439024390243905
"BLACKSTONE, VA US",,,,,,,,,,,,,,,9,,,,,,50,53,43,47,34,48,42,44,39,41,0,,,,,,,,,,,37.5,43.79343105320304
"MANASQUAN INL COAST GUARD STATIO, US",,,,,,,,,,,,,,,0,14,17,,,,,,,,,,,,,,,,,,,,,,,,,10.333333333333334,13.954350927246791
"WILMINGTON AIRBORNE PARK, OH US",,,,,,,,,,,,,,,3,36,54,21,40,36,41,,,,,,,,,,,,,,,,,,,,,33.0,36.2227883279296
"COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US",,,,,,,,,,,,,,,35,54,24,,,,18,38,35,34,32,46,47,47,51,46,31,16,16,25,31,29,33,25,26,32,26,33.208333333333336,34.11516053055659
"DODGE CITY REGIONAL AIRPORT, KS US",,,,,,,,,,,,,,,33,50,28,,,50,57,56,67,43,41,45,36,46,43,61,50,52,49,56,56,42,39,20,34,29,34,44.68,45.119445071057974
"GARDEN CITY REGIONAL AIRPORT, KS US",,,,,,,,,,,,,,,35,46,,,,48,55,50,65,40,37,47,0,,,,,,,,,,,,,,,42.3,47.10438542310068
"LIBERAL MUNICIPAL, KS US",,,,,,,,,,,,,,,22,49,44,,,,,,,,,,,,,,,,,,,,,,,,,38.333333333333336,41.06103286384977
"GREAT BEND MUNICIPAL, KS US",,,,,,,,,,,,,,,14,40,39,,,,,,,,,,,,,,,,,,,,,,,,,31.0,35.08710407239819
"RUSSELL MUNICIPAL AIRPORT, KS US",,,,,,,,,,,,,,,46,55,38,0,,,,57,71,45,31,47,36,47,49,46,46,39,45,54,42,41,31,19,29,25,31,40.416666666666664,41.956043956043956
"BISHOP AIRPORT, CA US",,,,,,,,,,,,,,,0,0,,,,4,7,16,19,9,20,10,13,17,6,14,19,21,11,7,14,7,12,7,17,10,15,11.458333333333334,12.430622601807155
"YUBA CO, CA US",,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.025
"RENO TAHOE INTERNATIONAL AIRPORT, NV US",,,,,,,,,,,,,,,8,13,11,,,,11,,,,,,,,,,,,,,,,,,,,,10.75,10.759831460674157
"OAKLAND METROPOLITAN INTERNATIONAL AIRPORT, CA US",,,,,,,,,,,,,,,2,,,,,2,4,,,,,,,,,,,,,,,,,,,,,2.6666666666666665,2.799561883899233
"C M SCHULZ SONOMA CO, CA US",,,,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.9878542510121457
"NY CITY CENTRAL PARK, NY US",,,,,,,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,,5,5,11,9,9,7.571428571428571,8.238235294117647
"GROTON NEW LONDON AIRPORT, CT US",,,,,,,,,,,,,,,13,0,,,,,,0,3,4,1,4,0,1,1,0,3,4,4,1,1,,,,,,,2.5,3.195965417867435
"BOSTON, MA US",,,,,,,,,,,,,,,0,2,30,10,14,17,16,,,,,,,,,,,,,,,,,,,,,12.714285714285714,16.94468085106383
"READING REGIONAL AIRPORT, PA US",,,,,,,,,,,,,,,20,31,36,,38,32,25,3,,,,,,,,,,,,,,,,,,,,26.428571428571427,29.104321907600596
"ERIE COAST GUARD STATION, PA US",,,,,,,,,,,,,,,23,45,44,0,,,,,,,,,,,,,,,,,,,,,,,,28.0,40.246153846153845
"KEARNEY MUNICIPAL, NE US",,,,,,,,,,,,,,,31,51,39,9,0,32,1,,,,,,,,,,,,,,,,,,,,,23.285714285714285,32.18533487297921
"AINSWORTH MUNICIPAL, NE US",,,,,,,,,,,,,,,46,58,42,,27,0,,,,,,,,,,,,,,,,,,,,,,34.6,42.12626262626262
"SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US",,,,,,,,,,,,,,,31,41,,,,54,51,40,53,47,47,48,44,33,40,53,34,27,34,46,36,32,27,17,15,24,23,37.375,37.34218768124347
"POCATELLO REGIONAL AIRPORT, ID US",,,,,,,,,,,,,,,23,27,0,,,28,30,17,19,14,20,20,30,26,29,30,10,18,23,21,28,17,11,9,11,11,7,19.16,19.937314793708683
"DUGWAY PG UTAH MICHALES ARMY AIR FIELD, UT US",,,,,,,,,,,,,,,10,11,25,0,,,0,7,23,20,19,16,15,6,10,12,17,13,11,8,20,15,24,16,31,34,16,15.16,16.59977908689249
"FORT BRAGG, CA US",,,,,,,,,,,,,,,0,8,6,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,5.283333333333333
"MILLINOCKET MUNICIPAL AIRPORT, ME US",,,,,,,,,,,,,,,12,17,37,,,,15,18,18,12,10,18,23,19,14,15,12,16,19,17,20,18,0,,,,,16.5,17.236105000733247
"OSCODA WURTSMITH AIRPORT, MI US",,,,,,,,,,,,,,,9,28,28,,,,,0,24,25,36,35,33,34,18,18,35,23,31,30,20,28,32,24,37,34,27,26.47826086956522,27.90345001895615
"MONIDA, MT US",,,,,,,,,,,,,,,33,29,26,,,,,,,,,,,,,,,,,,,,,,,,,29.333333333333332,29.270466321243525
"CORVALLIS MUNICIPAL, OR US",,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.275
"MOSES LAKE GRANT CO AIRPORT, WA US",,,,,,,,,,,,,,,3,4,0,,,,4,5,8,8,5,3,3,10,6,5,2,3,7,2,5,3,2,0,,,,4.190476190476191,4.509661484817666
"SEATTLE BOEING FIELD, WA US",,,,,,,,,,,,,,,1,3,,,,19,8,3,1,0,2,1,1,3,3,4,5,2,2,5,4,2,2,,,,,3.55,3.6857521342360906
"DUGWAY PROVING GROU, UT US",,,,,,,,,,,,,,,10,11,25,0,,,0,7,23,20,19,16,15,6,10,12,17,13,11,8,20,15,24,16,31,34,16,15.16,16.600957407634713
"NORMAN WELLS AIRPORT, CA",,,,,,,,,,,,,,,4,6,0,,,,,,,,,,,,12,12,6,11,7,4,6,2,11,11,0,,,6.571428571428571,7.727715877437326
"PEACE RIVER AIRPORT, CA",,,,,,,,,,,,,,,0,19,13,,,,,,,,,,,,,,,,,,,,,,,,,10.666666666666666,16.34304207119741
"DUNNE CRIB IL., US",,,,,,,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,8.272727272727273
"REPUBLIC, NY US",,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
"WESTHAMPTON GABRESKI AIRPORT, NY US",,,,,,,,,,,,,,,4,19,12,,,,,,13,21,11,16,19,21,19,14,13,16,13,18,12,15,21,17,19,23,23,16.318181818181817,16.698733846756298
"BEDFORD HANSCOM FIELD, MA US",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
"PIGEON POINT COAST GUARD LIGHT S, US",,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.5812133072407044
"TRAVIS FIELD AFB, CA US",,,,,,,,,,,,,,,1,4,5,2,0,1,5,0,4,1,3,1,1,1,0,1,2,1,0,1,6,2,1,1,5,3,6,2.1481481481481484,2.1743775933609957
"PRATT MUNICIPAL, KS US",,,,,,,,,,,,,,,15,53,45,1,,,,,,,,,,,,,,,,,,,,,,,,28.5,41.648471615720524
"CAMP SPRINGS ANDREWS AFB, MD US",,,,,,,,,,,,,,,14,31,39,26,35,31,25,26,28,36,30,34,29,30,23,27,24,28,32,20,20,18,29,21,21,36,29,27.48148148148148,27.71835345094398
"GAGE, OK US",,,,,,,,,,,,,,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,44.78114478114478
"FORT CAMPBELL ARMY AIR FIELD, KY US",,,,,,,,,,,,,,,16,61,41,,,,,27,46,36,34,54,53,56,56,36,54,42,59,56,46,44,47,41,47,49,45,45.47826086956522,46.60486703462117
"DESERT RESORTS REGIONAL AIRPORT, CA US",,,,,,,,,,,,,,,7,4,0,,,,,7,8,5,6,0,,,,,,,,,,,,,,,,4.625,5.818746763335059
"ALEXANDRIA INT, LA US",,,,,,,,,,,,,,,5,59,67,,,,,,,30,51,58,69,64,62,47,57,51,83,54,47,66,60,56,47,76,59,55.61904761904762,57.62808557323094
"AVON PARK GUNNERY RANGE, FL US",,,,,,,,,,,,,,,0,70,42,,,,,,,,,,,,,,,,,,,1,32,37,53,55,53,38.111111111111114,49.10337972166998
"ARNOLD AFB, TN US",,,,,,,,,,,,,,,50,43,48,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,14.1,15.167901234567902
"RAF SPILSBURY, UK",,,,,,,,,,,,,,,0,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,2.75,5.081039755351682
"ATTLEBOROUGH, UK",,,,,,,,,,,,,,,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,3.6666666666666665,3.962292609351433
"RAF BLYTON, UK",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"FISHERMANS LAKE, LI",,,,,,,,,,,,,,,34,74,25,,,,,,,,,,,,,,,,,,,,,,,,,44.333333333333336,54.18562874251497
"OYAPOCK, BR",,,,,,,,,,,,,,,12,20,20,,,,,,,,,,,,,,,,,,,,,,,,,17.333333333333332,19.153324287652644
"REY ISLAND, PM",,,,,,,,,,,,,,,42,79,65,44,33,,,,,,,,,,,,,,,,,,,,,,,52.6,56.04533152909337
"MANDINGA, PM",,,,,,,,,,,,,,,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,42.92395437262358
"FINCA FAYORITA, CS",,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.3694779116465865
"POCRI AIRFIELD, PM",,,,,,,,,,,,,,,60,62,46,32,59,,,,,,,,,,,,,,,,,,,,,,,51.8,54.26206384558277
"BISSAU, PU",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"LOS MOLINOS, RQ",,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.0
"CAYEY, RQ",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"KEYSTONE AIRPARK, FL US",,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"BROOKSVILLE FLORIDA ARMY AIR FIELD, FL US",,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7474747474747475
"LEESBURG FLORIDA ARMY AIR FIELD, FL US",,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"DUNELLON, FL US",,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.8202247191011236
"WILLISTON MUNICIPAL, FL US",,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.123809523809524
"SAN MARCOS TX EDWARD GARY AFB, TX US",,,,,,,,,,,,,,,31,44,39,,,,,,27,26,33,32,35,16,,,,,,,,,,,,,,31.444444444444443,32.29531568228106
"FES MOROCCO FES RAS ELMA FIELD, MO",,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
"GUERCIF, MO",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
"DEROUA, MO",,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0
"TOUAHAR, MO",,,,,,,,,,,,,,,2,8,17,0,,,,,,,,,,,,,,,,,,,,,,,,6.75,9.297270955165692
"FREEMAN MUNICIPAL, IN US",,,,,,,,,,,,,,,50,45,50,29,,,,,,,,,,,,,,,,,,,,,,,,43.5,44.060737527114966
"LAWERENCEVILLE IL, IL US",,,,,,,,,,,,,,,43,37,42,0,,,,,,,,,,,,,,,,,,,,,,,,30.5,39.50769230769231
"GRENADA, MS US",,,,,,,,,,,,,,,9,25,11,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.418367346938776
"COURTLAND, AL US",,,,,,,,,,,,,,,44,61,24,,,,,,,,,,,,,,,,,,,,,,,,,43.0,46.92743764172336
"HENDERSONVILLE ARMY AIR FIELD, NC US",,,,,,,,,,,,,,,14,69,56,0,,,,,,,,,,,,,,,,,,,,,,,,34.75,52.74090407938258
"VARISCO AIRFIELD, TX US",,,,,,,,,,,,,,,35,37,45,0,,,,,1,30,40,35,37,36,48,20,,,,,,,,,,,,30.333333333333332,36.38932178932179
"FREDERICK OKLAHOMA ARMY AIR FIELD, OK US",,,,,,,,,,,,,,,23,46,52,,,,,,,,,,,,,,,,,,,,,,,,,40.333333333333336,41.67172264355363
"HERINGTON MUNICIPAL, KS US",,,,,,,,,,,,,,,26,61,47,,,,,,,,,,,,,,,,,,,,,,,,,44.666666666666664,47.76318874560375
"NEWPORT ARKANSAS ARMY AIR FIELD, AR US",,,,,,,,,,,,,,,44,34,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,40.36998254799302
"DE RIDDER LOUISIANA AAB, LA US",,,,,,,,,,,,,,,55,62,8,,,,,,,,,,,,,,,,,,,,,,,,,41.666666666666664,53.322055137844615
