NAME,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,AVERAGE,WEIGHTED_AVERAGE
"INDEPENDENCE KANSAS ARMY AIR FIELD, KS US",,,,,,,,,,,,,,,19,56,18,,16,,,,,,,,,,,,,,,,,,,,,,,27.25,31.50098814229249
"WESLEYVILLE DFS, CA",,,,,,,,,,,,,,,0,6,8,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,6.545945945945946
"BRUNING ARMY AIR FIELD, NE US",,,,,,,,,,,,,,,19,48,0,,,,,,,,,,,,,,,,,,,,,,,,,22.333333333333332,33.99424460431655
"HARVARD ARMY AIR FIELD, NE US",,,,,,,,,,,,,,,12,45,43,0,,,,,,,,,,,,,,,,,,,,,,,,25.0,37.93847874720358
"FAIRMONT ARMY AIR FIELD, NE US",,,,,,,,,,,,,,,16,48,46,,,,,,,,,,,,,,,,,,,,,,,,,36.666666666666664,36.74900398406375
"CAPE HARRISON NEWFOUNDLAND DO, CA",,,,,,,,,,,,,,,0,5,3,2,21,8,2,1,,,,,,,,,,,,,,,,,,,,5.25,6.119613370922272
"HEBRON, CA",,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.8968058968058968
"QUEBEC ISLE, CA",,,,,,,,,,,,,,,0,13,6,3,1,3,,,,,,,,,,,,,,,,,,,,,,4.333333333333333,5.637162586315129
"CARIBOU EAST, CA",,,,,,,,,,,,,,,10,8,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.709046454767726
"WABOWDEN MANITOBA DOT, CA",,,,,,,,,,,,,,,20,16,6,,,,,,,,,,,,,,,,,,,,,,,,,14.0,15.047281323877069
"GRUND, IC",,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.9182879377431906
"MARRAK POINT, GL",,,,,,,,,,,,,,,0,0,2,0,3,5,,,,,,,,,,,,,,,,,,,,,,1.6666666666666667,1.8929173693086003
"TAVANI, CA",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
"BAKER ISLAND, FQ",,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.6416861826697893
"FORT SUMNER MUNICIPAL, NM US",,,,,,,,,,,,,,,27,54,27,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.402473834443384
"PAMPA ARMY AIR FIELD, TX US",,,,,,,,,,,,,,,41,54,36,,,,,,,,,,,,,,,,,,,,,,,,,43.666666666666664,44.374501992031874
"PYOTE AFB, TX US",,,,,,,,,,,,,,,22,36,18,0,,,,,,,,,,,,,,,,,,,,,,,,19.0,24.50983899821109
"DESERT CENTER ARMY AIR FIELD, CA US",,,,,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.738351254480287
"RICE ARMY AIR FIELD, CA US",,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.318681318681319
"PASADENA, CA US",,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.575301204819277
"GOAT ROCK BEACH, CA US",,,,,,,,,,,,,,,4,13,1,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.966666666666667
"SANTA ROSA ISLAND, CA US",,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.231060606060606
"CITY CO AIRPORT, OR US",,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.554973821989529
"ISLAND FALLS SASKATCHEWAN DOT, CA",,,,,,,,,,,,,,,9,12,2,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,8.782401902497027
"EMBARRAS ALBERTA DOT AIRPORT, CA",,,,,,,,,,,,,,,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,17.95778748180495
"JARVIE WEST, CA",,,,,,,,,,,,,,,15,18,6,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.821818181818182
"TRIANGLE SOUTHWEST, CA",,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"WONOWON SOUTHEAST, CA",,,,,,,,,,,,,,,6,14,15,,,,,,,,,,,,,,,,,,,,,,,,,11.666666666666666,12.465717981888746
"SKOOKS LANDING, CA",,,,,,,,,,,,,,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.3871829105473967
"SUMMIT LAKE, CA",,,,,,,,,,,,,,,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,3.6666666666666665,5.005738880918221
"TROUT LIARD BRITISH COLUMBIA, CA",,,,,,,,,,,,,,,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,5.333333333333333,5.116915422885572
"TRUTCH NORTHEAST, CA",,,,,,,,,,,,,,,3,12,10,,,,,,,,,,,,,,,,,,,,,,,,,8.333333333333334,9.451910408432148
"FRASER NORTHEAST, CA",,,,,,,,,,,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0502152080344334
"CHUGINADAK ISLAND SW, AK US",,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"KAVALGA ISLAND, AK US",,,,,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.98207171314741
"FINCH POINT, AK US",,,,,,,,,,,,,,,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.975197294250282
"FISH LAKE, CA",,,,,,,,,,,,,,,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.227699530516432
"SWIFT RIVER, CA",,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7950236966824644
"SQUANGA LAKE SW, CA",,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"RANCHERIA EAST, CA",,,,,,,,,,,,,,,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,3.3333333333333335,4.104683195592287
"KALTAG ALASKA, AK US",,,,,,,,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,1.4210526315789473
"EMERALD ISLAND SW, AK US",,,,,,,,,,,,,,,2,2,12,0,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.924969249692497
"KOYUK ALASKA, AK US",,,,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2.6666666666666665,2.8442906574394464
"QUARTZCREEK KOUGAROK, AK US",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"TELLER AIRPORT, AK US",,,,,,,,,,,,,,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.27330779054916987
"DEKEMHARE, ER",,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,62.0
"GUSKHARA SOUTHEAST, IN",,,,,,,,,,,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.076923076923077
"RANIGANJ EAST, IN",,,,,,,,,,,,,,,55,63,67,,,,,,,,,,,,,,,,,,,,,,,,,61.666666666666664,62.71610169491525
"SHERGHATI NORTHEAST, IN",,,,,,,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.553846153846154
"MALANDIGHI NORTHWEST, IN",,,,,,,,,,,,,,,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,26.89453125
"DOOM DOOMA, IN",,,,,,,,,,,,,,,29,51,35,,,,,,,,,,,,,,,,,,,,,,,,,38.333333333333336,39.62391304347826
"BANSBERA NORTHEAST, IN",,,,,,,,,,,,,,,0,65,41,,,,,,,,,,,,,,,,,,,,,,,,,35.333333333333336,51.84470246734398
"VILLACIDRO SOUTHEAST, IT",,,,,,,,,,,,,,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.794520547945206
"BLIDA ALGERIA, AG",,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0
"HASSI MESSAOUD NE, AG",,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0
"JEDEIDA NORTHWEST, TS",,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0
"EL BATHANE WEST, TS",,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
"EL GUERRAH, AG",,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0
"DAWWAR AWLAD GANA NW, TS",,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
"BORJ EL AMRI AIRPORT, TS",,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
"MDAOUROUCH WEST, AG",,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0
"MECHTA BOU RZAM S, AG",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"ER ROMRI SOUTHWEST, AG",,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
"KASSERINE EAST, TS",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"MECHTA MEHBOUB SE, AG",,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0
"TELERGHMA, AG",,,,,,,,,,,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,8.097609561752988
"DEPIENNE SOUTHEAST, TS",,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
"LA MARSA, TS",,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0
"TUNIS CARTHAGE EAST, TS",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"MAAFRINE SOUTHEAST, TS",,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
"EL DJEM, TS",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"AL ASHHAB SOUTHWEST, LY",,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.9058823529411764
"DOW RUD WEST, IR",,,,,,,,,,,,,,,0,7,19,,,,,,,,,,,,,,,,,,,,,,,,,8.666666666666666,11.699742268041238
"YANG CHIEH, CH",,,,,,,,,,,,,,,21,28,26,,,,,,,,,,,,,,,,,,,,,,,,,25.0,25.148373983739837
"YUN NAN I, CH",,,,,,,,,,,,,,,17,16,18,,,,,,,,,,,,,,,,,,,,,,,,,17.0,16.92071881606765
"CHING SHUI PU NORTH, CH",,,,,,,,,,,,,,,0,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,11.75,20.390274314214462
"KISKA ISLAND, AK US",,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.1531413612565445
"COOPER ISLANDS WEST, AK US",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"AMCHITKA ISLAND N, AK US",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
"BULDIR ISLAND, AK US",,,,,,,,,,,,,,,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2.6666666666666665,3.500810372771475
"DEBOIN MISSION, PP",,,,,,,,,,,,,,,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,22.003058103975537
"NADZAB NEW GUINEA, PP",,,,,,,,,,,,,,,17,34,23,,,,,,,,,,,,,,,,,,,,,,,,,24.666666666666668,27.511290322580646
"UKARUMPA, PP",,,,,,,,,,,,,,,26,51,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,45.38622754491018
"FORE SOUTH, PP",,,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,36.723684210526315
"PAIPA SOUTHWEST, PP",,,,,,,,,,,,,,,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.162790697674417
"TSILE TSILE, PP",,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0
"WATALUM MISSION, PP",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"GUASAPA SOUTHWEST, PP",,,,,,,,,,,,,,,20,66,10,,,,,,,,,,,,,,,,,,,,,,,,,32.0,49.35
"KIRIWINA I TOBRIAND IS S STRI, PP",,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0
"SOPANITOGHA SOUTH, BP",,,,,,,,,,,,,,,15,64,24,,,,,,,,,,,,,,,,,,,,,,,,,34.333333333333336,44.08206686930091
"NUKUFETAU SOUTHEAST, TV",,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.3902439024390243
"AIDELAIDE RIVER SE, AS",,,,,,,,,,,,,,,44,25,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,35.781885397412196
"WOODSTOCK, AS",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"MELE EAST, NH",,,,,,,,,,,,,,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.09579831932773
"SAVU SAU, FJ",,,,,,,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,21.836734693877553
"DALBY SOUTHEAST, AS",,,,,,,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,10.945
"OUA TOM SOUTHWEST, NC",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
"SALE MOROCCO AAB, MO",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"CERIGNOLA, IT",,,,,,,,,,,,,,,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,8.34980988593156
"BROOKS BROOK STP6, US",,,,,,,,,,,,,,,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.26159793814433
"SALAMAUA, PP",,,,,,,,,,,,,,,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,21.637931034482758
"SAN JULIAN, CU",,,,,,,,,,,,,,,9,,67,,,,,,,,,,,,,,,,,,,,,,,,,38.0,62.36
"SAN ANTONIO BANOS, CU",,,,,,,,,,,,,,,117,118,113,11,,,,,,,,,,,,,,,,,,,,,,,,89.75,103.38019451812555
"CAP HAITIEN INTERNATIONAL, HA",,,,,,,,,,,,,,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.166666666666668
"SANTO DOMINGO, DR",,,,,,,,,,,,,,,1,18,20,17,11,,15,10,9,3,,,,,,,,,,,,,,,,,,11.555555555555555,13.263948497854077
"PUERTO BARRIOS, GT",,,,,,,,,,,,,,,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,12.901098901098901
"JAQUE, PM",,,,,,,,,,,,,,,68,122,33,1,12,,,,,,,,,,,,,,,,,,,,,,,47.2,65.26278118609407
"GRANTLEY ADAMS INTERNATIONAL, BB",,,,,,,,,,,,,,,7,18,13,,,,,,,,,,,,,,,,,,,,,,,,,12.666666666666666,14.435406698564593
"ROCHAMBEAU, FG",,,,,,,,,,,,,,,17,23,16,0,,,,,,,,,,,,,,,,,,,,,,,,14.0,18.354871794871794
"AMAPA, BR",,,,,,,,,,,,,,,14,28,16,18,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5.428571428571429,4.771915247195679
"MACAPA AEROPORTO, BR",,,,,,,,,,,,,,,14,74,36,,,,,,,,,,,,,,,,,,,,,,,,,41.333333333333336,51.10632570659489
"MARECHAL CUNHA MACHADO INTERNATIONAL, BR",,,,,,,,,,,,,,,27,92,122,39,,,,,,,,,,,,,,,,,,,,,,,,70.0,78.39764111204718
"PARNAIBA PREFEITO DR JOAO SILVA FILHO, BR",,,,,,,,,,,,,,,7,24,46,,,,,,,,,,,,,,,,,,,,,,,,,25.666666666666668,25.93450292397661
"PINTO MARTINS INTERNATIONAL, BR",,,,,,,,,,,,,,,1,17,22,4,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.571080422420795
"FERNANDO DE NORONHA, BR",,,,,,,,,,,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6506935687263556
"AUGUSTO SEVERO, BR",,,,,,,,,,,,,,,0,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5870337477797514
"RECIFE BRAZIL IBURA FIELD, BR",,,,,,,,,,,,,,,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.3877737226277371
"DEPUTADO LUIS EDUARDO MAGALHAES, BR",,,,,,,,,,,,,,,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.0588235294117645
"HILO INTERNATIONAL AIRPORT 87, HI US",,,,,,,,,,,,,,,3,2,0,,,,0,15,5,3,8,5,11,5,1,1,2,7,11,4,8,12,5,6,11,8,3,5.666666666666667,5.958222006315278
"FANNING ISLAND, KR",,,,,,,,,,,,,,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2.3333333333333335,2.4759427828348506
"MUNDA, BP",,,,,,,,,,,,,,,3,130,24,,,,,,,,,,,,,,,,,,,,,,,,,52.333333333333336,105.28784648187633
"HONIARA INTERNATIONAL, BP",,,,,,,,,,,,,,,16,54,56,10,2,51,48,,,,,,,,,,,,,,,,,,,,,33.857142857142854,43.54048017867113
"KOUMAC, NC",,,,,,,,,,,,,,,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,4.506060606060606
"BUTARITARI ATOLL, KR",,,,,,,,,,,,,,,0,20,,,,,,,0,,,,,,,,,,,,,,,,,,,6.666666666666667,17.732558139534884
"NANUMEA ISLAND, TV",,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.922413793103448
"FUNAFUTI INTERNATIONAL AIRPORT, TV",,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0
"YASAWA I RARA AWS, FJ",,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.099009900990099
"WALLIS, WF",,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.97163120567376
"NUKUALOFA, TN",,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
"PENRHYN ISLAND, CW",,,,,,,,,,,,,,,10,19,12,5,,,,,,,,,,,,,,,,,,,,,,,,11.5,13.794310722100656
"AITUTAKI, CW",,,,,,,,,,,,,,,8,29,17,1,,,,,,,,,,,,,,,,,,,,,,,,13.75,19.196182396606574
"BORA BORA, FP",,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.375
"LAE, PP",,,,,,,,,,,,,,,6,36,32,,,3,1,16,30,27,24,22,26,58,50,,,,,,,,,,,,,25.46153846153846,26.45568736915562
"FINSCHAFEN, PP",,,,,,,,,,,,,,,7,55,29,,,,,,,,,,,,,,,,,,,,,,,,,30.333333333333332,42.290419161676645
"KANDRIAN ON NU BRIT, PP",,,,,,,,,,,,,,,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,79.70522388059702
"MACKAY MO, AS",,,,,,,,,,,,,,,13,8,6,,,,,,,,,,,,,,9,1,4,13,6,11,9,9,13,8,4,8.142857142857142,8.055396790503407
"BAMAGA INJINOO, AS",,,,,,,,,,,,,,,31,21,18,,,8,11,5,9,18,16,13,18,15,16,22,11,18,22,24,17,15,19,19,16,12,18,16.48,16.35325350203344
"BRISBANE ARCHERFIELD, AS",,,,,,,,,,,,,,,23,6,,,,7,5,,,,,,,,,,,,,,,,,,,,,10.25,10.144455747711088
"SYDNEY INTERNATIONAL, AS",,,,,,,,,,,,,,,7,12,9,,,2,2,5,4,11,6,8,12,10,13,,0,10,12,6,12,7,7,13,7,6,10,7.958333333333333,8.312855517633675
"POINT ARGUELLO CA, US",,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7607843137254902
"PRESTWICK, UK",,,,,,,,,,,,,,,,0,4,5,6,7,6,2,4,6,7,8,2,11,8,5,9,13,5,,,,,,,,,6.0,6.000152462265589
"RAF RIDGEWELL, UK",,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.302857142857143
"RAF OLD BUCKENHAM, UK",,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.938775510204081
"AKUREYRI, IC",,,,,,,,,,,,,,,,0,,,,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,0.2222222222222222,0.24579124579124578
"NARSSAQ, GL",,,,,,,,,,,,,,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,0.6,0.6341305753070459
"ORLY, FR",,,,,,,,,,,,,,,,0,8,10,15,6,10,21,13,11,7,10,13,10,,,,,,,,,,,,,,10.307692307692308,10.955499771793702
"ESSEY, FR",,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"DOLE TAVAUX, FR",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"PROVENCE, FR",,,,,,,,,,,,,,,,3,6,,,,,3,9,6,7,4,7,11,5,10,10,,,,,,,,,,,6.75,7.035669429791509
"SAINT RAPHAEL, FR",,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
"CAMPO DELL ORO, FR",,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
"SANTA MARIA, PO",,,,,,,,,,,,,,,,0,14,3,,,,,5,8,1,6,9,,,,,,,,,,,,,,,5.75,6.327843738031405
"RIFREDO MUGELLO, IT",,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.42857142857142855
"PISA, IT",,,,,,,,,,,,,,,,1,8,17,31,,,,,,,,,,3,4,,,,,,8,32,28,26,21,27,17.166666666666668,19.93259068837475
"SIENA AND, IT",,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.933333333333333
"GROSSETO, IT",,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,8,17,29,17,24,23,14.75,20.61287078934138
"VITERBO, IT",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"LATINA, IT",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"GRAZZANISE, IT",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,9,13,10,7,8.0,9.977011494252874
"AMENDOLA, IT",,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,7,13,12,25,18,22,13.75,15.6007493755204
"GIOIA DEL COLLE, IT",,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,3,17,7,0,4.833333333333333,9.557291666666666
"LECCE, IT",,,,,,,,,,,,,,,,15,4,,,,,,,,,,,,,,,,,,,,,11,24,15,0,11.5,16.580645161290324
"RUTBAH, IZ",,,,,,,,,,,,,,,,1,11,0,,,4,10,6,5,6,10,5,,1,3,,,,,2,0,1,4,7,3,,4.388888888888889,5.242817788272334
"HABANYAH, IZ",,,,,,,,,,,,,,,,0,8,1,,,,,,,,,,2,10,2,3,,,,9,3,2,2,3,,,3.75,4.383411059293804
"BAHRAIN INTERNATIONAL, BA",,,,,,,,,,,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.9458646616541353
"SHARJAH INTERNATIONAL, AE",,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0.0,0.0
"JIWANI, PK",,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,3,6,,,4,0,,,,,,,,3.6666666666666665,4.067328136073707
"OSMANY INTERNATIONAL, BG",,,,,,,,,,,,,,,,98,1,,,,,,,,,,,,,,,,,,,,,,,,,49.5,89.80653950953679
"CHITTAGONG AMBAGAN, BG",,,,,,,,,,,,,,,,40,21,,,,,,,,,,,,,,,,,,,,,,,,,30.5,32.23357664233577
"DIGBOI, IN",,,,,,,,,,,,,,,,9,61,,,,,,,,,,,,,,,,,,,,,,,,,35.0,46.10798122065728
"IMPHAL, IN",,,,,,,,,,,,,,,,0,22,,,,,,,,,,,,6,22,,,6,9,,,,,,,,10.833333333333334,15.367464114832536
"PURULIA, IN",,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0
"KALAIKUNDA, IN",,,,,,,,,,,,,,,,14,40,,,,,,,,,,,,,,,,,,,,,,,,,27.0,30.177777777777777
"KOLKATA ALIPORE, IN",,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
"CALCUTTA BARRACKS, IN",,,,,,,,,,,,,,,,43,41,14,,,,,,,,,,,,,,,,,,,,,,,,32.666666666666664,36.49808429118774
"COLOMBO RATMALANA, CE",,,,,,,,,,,,,,,,47,44,,,,,,,,,,,,,,,,0,27,26,20,21,37,58,47,64,35.54545454545455,44.06773618538325
"MYITKYINA, BM",,,,,,,,,,,,,,,,18,40,,,,,,,,,,,0,0,0,1,6,6,2,,2,11,,,,,7.818181818181818,20.045209903121638
"YIBIN, CH",,,,,,,,,,,,,,,,3,22,,,,,,,,,,,3,21,41,42,30,41,38,32,35,,,,,,28.0,30.769362675050015
"XICHANG, CH",,,,,,,,,,,,,,,,31,11,,,,,,,,,,,8,43,38,56,52,53,38,59,42,,,,,,39.18181818181818,43.403812316715545
"LIJING, CH",,,,,,,,,,,,,,,,27,10,,,,,,,,,,,14,40,34,60,63,62,42,65,55,,,,,,42.90909090909091,46.93295454545454
"BAOSHAN, CH",,,,,,,,,,,,,,,,20,37,,,,,,,,,,,13,43,40,50,56,48,29,30,36,,,,,,36.54545454545455,39.20666876376219
"CHUXIONG, CH",,,,,,,,,,,,,,,,34,24,,,,,,,,,,,,23,4,,,,26,28,34,,,,,,24.714285714285715,27.28648974668275
"ZHANYI, CH",,,,,,,,,,,,,,,,31,21,,,,,,,,,,,5,47,36,64,54,47,32,21,25,,,,,,34.81818181818182,37.75710357470211
"SIMAO, CH",,,,,,,,,,,,,,,,68,20,,,,,,,,,,,13,60,64,77,68,92,68,89,85,,,,,,64.0,69.75350877192983
"JIANGBEI, CH",,,,,,,,,,,,,,,,0,24,4,,,,,,,,,,,,,,,,,,,,,,,,9.333333333333334,16.34980988593156
"CHANGSHA, CH",,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0
"GANZHOU, CH",,,,,,,,,,,,,,,,0,0,,,,,,,,,,,4,42,45,44,64,64,51,52,51,,,,,,37.90909090909091,48.95808966861598
